deviceId,receivedAt,date,hour,temperature,humidity,light,rain,status,mode,source
a92e5ed47d3e8b412a65dca06ab56dfb,1779768423714,2026-05-26,11,31.8,54,1110,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779768428708,2026-05-26,11,31,54,1130,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779768433708,2026-05-26,11,31.1,54,1105,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779768438713,2026-05-26,11,31.1,54,1133,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779768443715,2026-05-26,11,31.4,54,1130,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779768448711,2026-05-26,11,31.4,53,1117,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779768453716,2026-05-26,11,31.2,53,1129,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779768458713,2026-05-26,11,31.2,53,1115,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779768463722,2026-05-26,11,31.4,53,1127,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779768468720,2026-05-26,11,31.1,53,1128,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779768473717,2026-05-26,11,31.3,53,1123,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779768478728,2026-05-26,11,31.1,53,1131,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779768483716,2026-05-26,11,31.3,53,1123,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779768488722,2026-05-26,11,31,53,1114,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779768493718,2026-05-26,11,31.6,53,1130,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779768498722,2026-05-26,11,31.6,53,1125,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779768503721,2026-05-26,11,31.2,53,1127,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978661830,2026-05-28,21,0.3,0,1512,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978665460,2026-05-28,21,27.8,67,1483,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978670472,2026-05-28,21,27,67,1507,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978675470,2026-05-28,21,27.5,67,1505,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978681504,2026-05-28,21,27.6,67,2915,false,OPEN,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978686505,2026-05-28,21,27.9,67,1360,false,OPEN,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978691504,2026-05-28,21,27.3,67,1584,false,OPEN,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978696980,2026-05-28,21,27,67,1573,false,OPEN,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978701510,2026-05-28,21,27.4,67,1562,false,OPEN,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978706508,2026-05-28,21,27.5,67,1584,false,OPEN,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978711512,2026-05-28,21,27.2,67,1571,false,OPEN,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978716508,2026-05-28,21,27.8,67,1584,false,OPEN,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978721604,2026-05-28,21,27.3,67,1583,false,OPEN,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978726520,2026-05-28,21,27.9,67,1589,false,OPEN,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978731557,2026-05-28,21,27.7,67,1595,false,OPEN,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978736513,2026-05-28,21,27,67,1790,false,OPEN,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978741507,2026-05-28,21,27.8,67,1734,false,OPEN,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978746514,2026-05-28,21,27.6,67,1730,false,OPEN,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978751512,2026-05-28,21,27.3,67,1559,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978756515,2026-05-28,21,27.2,67,1387,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978761512,2026-05-28,21,27,67,3451,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978766515,2026-05-28,21,27.8,67,1940,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978771523,2026-05-28,21,27.5,67,1929,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978776525,2026-05-28,21,27.8,67,1922,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978781539,2026-05-28,21,27.9,67,1911,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978786522,2026-05-28,21,27.6,66,1914,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978791522,2026-05-28,21,27.7,66,1936,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978796521,2026-05-28,21,27.1,66,1926,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978801524,2026-05-28,21,27.5,66,1911,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978806525,2026-05-28,21,27.6,66,1920,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978811524,2026-05-28,21,27.7,66,1927,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978816524,2026-05-28,21,27.9,66,1936,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978821525,2026-05-28,21,27.2,66,1923,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978826568,2026-05-28,21,27.2,66,1920,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978831531,2026-05-28,21,27.6,66,1924,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978836564,2026-05-28,21,27.7,66,1933,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978841533,2026-05-28,21,27.9,66,1932,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978846524,2026-05-28,21,27.1,66,1936,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978851531,2026-05-28,21,27.3,66,1926,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978856535,2026-05-28,21,27.9,66,1931,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978861533,2026-05-28,21,27,66,1936,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978866533,2026-05-28,21,27,66,1934,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978871536,2026-05-28,21,27,66,1930,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978876534,2026-05-28,21,27,66,1919,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978881541,2026-05-28,21,27,66,1926,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978886537,2026-05-28,21,27.9,66,1931,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978896545,2026-05-28,21,27.9,66,1934,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978902242,2026-05-28,21,27.9,66,1964,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978906546,2026-05-28,21,27.6,66,1932,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978911540,2026-05-28,21,27.9,66,1936,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978916541,2026-05-28,21,27.9,66,1935,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978921543,2026-05-28,21,27,66,1936,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978926542,2026-05-28,21,27.9,66,1926,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978931559,2026-05-28,21,27.7,66,1921,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978936550,2026-05-28,21,27.1,67,1922,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978941582,2026-05-28,21,27.5,66,1870,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978946547,2026-05-28,21,27.7,67,1881,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779978951551,2026-05-28,21,27.7,67,1895,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978956556,2026-05-28,21,27.3,66,1903,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978963415,2026-05-28,21,27.9,67,1840,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978967573,2026-05-28,21,27.3,67,1872,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978972771,2026-05-28,21,27.9,67,1921,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978976552,2026-05-28,21,27.1,67,1877,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978981552,2026-05-28,21,27.4,67,1887,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978986553,2026-05-28,21,27.4,67,1894,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978991573,2026-05-28,21,27.3,68,1803,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779978996554,2026-05-28,21,27.3,68,1919,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979001561,2026-05-28,21,27.5,67,1936,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979006557,2026-05-28,21,27.6,67,1916,false,OPEN,AUTO,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979011562,2026-05-28,21,27.5,67,1905,false,OPEN,AUTO,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979016582,2026-05-28,21,27.2,67,1936,false,OPEN,AUTO,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979022183,2026-05-28,21,27.8,66,1904,false,OPEN,AUTO,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979026584,2026-05-28,21,27.5,66,1882,false,OPEN,AUTO,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979031574,2026-05-28,21,27.5,66,1802,false,OPEN,AUTO,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979036576,2026-05-28,21,27.2,66,1859,false,OPEN,AUTO,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979042587,2026-05-28,21,27.8,66,2342,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979051596,2026-05-28,21,27.9,67,1927,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979051678,2026-05-28,21,27.8,66,1773,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979056694,2026-05-28,21,27.6,66,1878,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979061660,2026-05-28,21,27.5,66,1835,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979066684,2026-05-28,21,27.5,66,1535,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979072377,2026-05-28,21,27.6,66,1563,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979077143,2026-05-28,21,27.8,66,1634,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979082155,2026-05-28,21,27,66,1716,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979087179,2026-05-28,21,27.2,66,1680,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979092153,2026-05-28,21,27.5,66,1822,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979097160,2026-05-28,21,27.5,66,1891,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979102194,2026-05-28,21,27.6,66,1882,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979107156,2026-05-28,21,27.4,66,1979,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979112157,2026-05-28,21,27.2,66,1882,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979117167,2026-05-28,21,27.9,66,1870,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979122160,2026-05-28,21,27,66,1868,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979127159,2026-05-28,21,28.9,66,1746,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979132170,2026-05-28,21,28.5,66,1866,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979137162,2026-05-28,21,28.4,66,1891,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979142171,2026-05-28,21,28.1,66,1901,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979147164,2026-05-28,21,28.9,66,1818,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979152175,2026-05-28,21,28.1,66,1731,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979157166,2026-05-28,21,28.9,66,1739,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979162193,2026-05-28,21,28.4,66,1879,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979167168,2026-05-28,21,28.7,66,1859,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979173249,2026-05-28,21,28.2,66,1872,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979177168,2026-05-28,21,28.9,66,1882,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979182161,2026-05-28,21,28.9,65,1815,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979188192,2026-05-28,21,28.8,65,1825,true,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979192175,2026-05-28,21,28.3,65,1839,true,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979197179,2026-05-28,21,28.6,65,1853,true,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979203323,2026-05-28,21,28.6,65,1869,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979208206,2026-05-28,21,28.5,65,2246,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979212173,2026-05-28,21,28,66,3071,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979218330,2026-05-28,21,28.5,66,272,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979222176,2026-05-28,21,28.3,65,309,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979227176,2026-05-28,21,28.6,65,323,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979232178,2026-05-28,21,28.6,65,329,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979237180,2026-05-28,21,28.5,65,346,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979242181,2026-05-28,21,28.2,65,369,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979247181,2026-05-28,21,28,65,322,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979252186,2026-05-28,21,28.9,65,333,false,OPEN,AUTO,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979257188,2026-05-28,21,28.7,65,850,false,OPEN,AUTO,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979263206,2026-05-28,21,28.9,65,2642,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979267213,2026-05-28,21,28.8,65,4095,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979272185,2026-05-28,21,28.1,65,3175,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979277224,2026-05-28,21,28,65,3184,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979282186,2026-05-28,21,28.7,65,3088,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979287181,2026-05-28,21,28.4,65,3062,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979297222,2026-05-28,21,28.6,65,329,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979297289,2026-05-28,21,28.5,65,368,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979302272,2026-05-28,21,28,65,334,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979307287,2026-05-28,21,28.4,65,268,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979312279,2026-05-28,21,28.2,65,252,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979317284,2026-05-28,21,28.7,65,331,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979322286,2026-05-28,21,28.7,65,322,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979327301,2026-05-28,21,28.4,65,358,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979332292,2026-05-28,21,28.5,65,321,false,OPEN,AUTO,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979337780,2026-05-28,21,28.9,66,336,false,OPEN,AUTO,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979342286,2026-05-28,21,28.6,65,332,false,OPEN,AUTO,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979347290,2026-05-28,21,28.3,65,314,false,OPEN,AUTO,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979352286,2026-05-28,21,28.3,65,271,false,OPEN,AUTO,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979357743,2026-05-28,21,28.7,65,305,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979362747,2026-05-28,21,28.3,65,321,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979367749,2026-05-28,21,28.4,65,311,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979372747,2026-05-28,21,28.3,65,290,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979377746,2026-05-28,21,28.6,65,308,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979382752,2026-05-28,21,28.4,65,296,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979387750,2026-05-28,21,28.2,64,350,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979392751,2026-05-28,21,28.8,64,362,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979397756,2026-05-28,21,28,64,336,false,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979402758,2026-05-28,21,28.6,64,350,true,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979408709,2026-05-28,21,28.1,65,349,true,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979412752,2026-05-28,21,28.2,64,347,true,CLOSED,MANUAL,SENSOR_FALLBACK
a92e5ed47d3e8b412a65dca06ab56dfb,1779979417753,2026-05-28,21,28,64,354,true,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979423899,2026-05-28,21,28.8,64,349,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979427758,2026-05-28,21,28.2,64,335,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979432755,2026-05-28,21,28.1,64,356,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979437756,2026-05-28,21,28.7,64,351,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979443782,2026-05-28,21,28.8,64,705,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979447761,2026-05-28,21,28,64,1092,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979453973,2026-05-28,21,28.8,64,322,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979457756,2026-05-28,21,28.7,64,313,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979462784,2026-05-28,21,28.4,64,331,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979467763,2026-05-28,21,28.5,64,359,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979473806,2026-05-28,21,28.9,65,2335,false,CLOSED,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979481112,2026-05-28,21,28.6,65,359,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979482768,2026-05-28,21,28.6,65,318,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979488709,2026-05-28,21,28.1,64,318,false,OPEN,AUTO,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979492765,2026-05-28,21,28.7,64,290,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979497768,2026-05-28,21,28.5,64,358,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979503364,2026-05-28,21,28.9,64,384,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979507779,2026-05-28,21,28.5,64,374,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979512776,2026-05-28,21,28,64,368,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979517776,2026-05-28,21,28.2,64,372,false,CLOSED,MANUAL,STATUS_TOPIC
a92e5ed47d3e8b412a65dca06ab56dfb,1779979522766,2026-05-28,21,28,64,379,false,CLOSED,MANUAL,SENSOR_FALLBACK
